数字电路设计流程	专业或业务能力
RTL代码书写	专业或业务能力
电路优化的经验	动手能力
VCS/D	专业或业务能力
数字前端设计经验	动手能力
大规模SoC芯片设计成功量产经历	动手能力
相关工作经验	动手能力
TCP/IP协议	专业或业务能力
SDN相关技术	专业或业务能力
linux虚拟化环境下网络异常	专业或业务能力
主流的网络设备	专业或业务能力
路由协议（ospf，bgp	专业或业务能力
中等规模网络规划、运维经验	动手能力
主流4、7层负载均衡技术	专业或业务能力
troubleshooting经验	动手能力
linux，windows操作系统	专业或业务能力
系统性能相关问题有	专业或业务能力
shell、python、perl中	计算机与互联网应用能力
应用awk、sed、grep、strace、tcpdump、gdb等常用命令	计算机与互联网应用能力
腾讯云技术认证	专业或业务能力
腾讯云从业资格证	专业或业务能力
使用Linux/unix操作系统	计算机与互联网应用能力
Shell编程	专业或业务能力
掌握Perl、PHP、Python之一的编程	专业或业务能力
TCP/IP、HTTP等协议	专业或业务能力
相关技术的使用	计算机与互联网应用能力
系统均衡容灾设计	专业或业务能力
大型集群维护经验	动手能力
责任感强	工程职业道德
良好的服务意识	工程职业道德
团队合作意识	团队协作能力
较强的问题分析	分析能力
沟通能力强	人际交往能力
项目推动/运维流程工具建设经验	动手能力
腾讯云从业资格证	专业或业务能力
腾讯云IAAS智能化运维平台的前端	专业或业务能力
web前端页面的开发，维护和优化	专业或业务能力
前端框架的搭建	专业或业务能力
公共组件的开发和维护	专业或业务能力
解决方案构建	专业或业务能力
实施交付相关经验	动手能力
攻防对抗相关知识	专业或业务能力
互联网架构安全建设	专业或业务能力
国家级重大安全演练攻防经验	动手能力
前瞻性的网络安全产品技术视角	信息收集能力
项目协调	组织与协调能力
完成大量需要横向推动的项目工作	组织与协调能力
掌握C/C++、JAVA	专业或业务能力
良好的代码架构能力	专业或业务能力
英语读写能力	外语能力
掌握Android或Windows操作系统	专业或业务能力
显示系统和窗口管理	专业或业务能力
理解共享内存和显存的知识	专业或业务能力
图形渲染开发经验	动手能力
良好的团队合作	团队协作能力
沟通能力	人际交往能力
较强的学习能力	自学能力
解决问题能力	问题解决能力
Hive,Hadoop,HDFS,Mapreduce,Yarn	专业或业务能力
使用spark,flink等大数据开发技术	计算机与互联网应用能力
良好的数仓建设能力	专业或业务能力
数仓	专业或业务能力
Linux操作系统	专业或业务能力
数据库的基本原理	专业或业务能力
常见的消息队列，缓存相关技术	专业或业务能力
良好的沟通能力	人际交往能力
协作精神	团队协作能力
承担工作压力	情绪管理能力
C/C++编程	专业或业务能力
常用的算法和数据结构	专业或业务能力
网络编程，多线程编程技术	专业或业务能力
丰富的后台研发项目经验	动手能力
存储设备、文件系统、Linux操作系统原理	专业或业务能力
学习能力强	自学能力
良好的沟通能力	人际交往能力
团队合作能力	团队协作能力
解决问题的能力	问题解决能力
分布式系统理论	专业或业务能力
大规模分布式系统设计架构经验	动手能力
NoSQL存储引擎开发经验	动手能力
大规模分布式系统经验	动手能力
快速学习	自学能力
活跃贡献者	动手能力
UE4引擎开发经验	动手能力
UE4渲染系统	专业或业务能力
精通C++以及蓝图	专业或业务能力
技术攻关能力	实干与执行能力
主动学习的能力	自学能力
独立解决问题能力	问题解决能力
承受一定的工作压力	情绪管理能力
逻辑思维能力良好	分析能力
很好的跟团队协作	团队协作能力
掌握UE4引擎底层代码编写	专业或业务能力
常用数据结构	专业或业务能力
逻辑思维能力	分析能力
3D引擎开发经验	动手能力
渲染管线有过优化经验	动手能力
悉GPU驱动开发经验	动手能力
一种或者多种软件开发语言	专业或业务能力
系统软件或者平台软件开发经验	动手能力
操作系统架构设计和核心组件	专业或业务能力
主导系统软件设计和核心组件开发	专业或业务能力
悉Linux系统	专业或业务能力
操作系统软件开发经验	动手能力
开源代码开发经验	动手能力
开源linux社区经验	动手能力
CentOS，Suse，fedora等	专业或业务能力
较强的分析能力	分析能力
快速定位问题和解决问题	问题解决能力
敏捷开发	专业或业务能力
文档编写能力	书面表达能力
软件开发或测试经验	动手能力
C/C++、Python或Go	专业或业务能力
专项测试经验	动手能力
使用LINUX	计算机与互联网应用能力
TCP/IP、HTTP等网络编程协议	专业或业务能力
Linux系统和软件测试经验	动手能力
C/C++编程	专业或业务能力
常用的算法和数据结构	专业或业务能力
网络编程，多线程编程技术	专业或业务能力
丰富的后台研发项目经验	动手能力
存储设备、文件系统、Linux操作系统原理	专业或业务能力
学习能力强	自学能力
良好的沟通能力	人际交往能力
团队合作能力	团队协作能力
解决问题的能力	问题解决能力
分布式系统理论	专业或业务能力
大规模分布式系统设计架构经验	动手能力
NoSQL存储引擎开发经验	动手能力
大规模分布式系统经验	动手能力
快速学习	自学能力
活跃贡献者	动手能力
测试工作经验	动手能力
软件测试基础知识	专业或业务能力
需求分析能力	分析能力
客户化思维	人际交往能力
大型系统和产品测试经验	动手能力
责任感强	工程职业道德
良好的沟通能力	人际交往能力
抗压能力	情绪管理能力
linux操作系统	专业或业务能力
Shell/Python/Go/Java	专业或业务能力
自动化脚本开发经验	动手能力
学习能力强	自学能力
技术或相关云计算产品经验	动手能力
大型项目研发效能建设相关经验	动手能力
扎实的计算机和软件技术基础	专业或业务能力
软件开发经验	动手能力
C/C++/Python	专业或业务能力
实践经验	动手能力
IAAS云平台测试经验	动手能力
云网络测试相关工作经验	动手能力
良好的团队合作精神	团队协作能力
协调沟通	组织与协调能力
较强的问题定位	问题解决能力
推动解决能力	问题解决能力
较强的抗压能力	情绪管理能力
保持工作激情	工程职业道德
Linux或Unix操作系统	专业或业务能力
至少一种数据库技术	专业或业务能力
Shell或PHP/Python/golang等编程基础与经验	动手能力
软件系统测试或测试开发及自动化测试工作经验	动手能力
医疗与资讯产业知识	专业或业务能力
医疗产业系统测试经验	动手能力
测试流程和测试用例设计方法	专业或业务能力
团队合作	团队协作能力
理解和适应变化	情绪管理能力
努力追求成功	工程职业道德
测试工作经验	动手能力
软件测试基础知识	专业或业务能力
需求分析能力	分析能力
客户化思维	人际交往能力
大型系统和产品测试经验	动手能力
责任感强	工程职业道德
良好的沟通能力	人际交往能力
抗压能力	情绪管理能力
linux操作系统	专业或业务能力
Shell/Python/Go/Java	专业或业务能力
自动化脚本开发经验	动手能力
学习能力强	自学能力
技术或相关云计算产品经验	动手能力
游戏开发经验	动手能力
常用的算法和数据结构	专业或业务能力
C/C++、Java、Python	专业或业务能力
算法原	专业或业务能力
互联网行业的应用	计算机与互联网应用能力
浓厚的兴趣	工程职业道德
游戏引擎架构	专业或业务能力
Unreal开发经验	动手能力
较强动手	动手能力
快速学习能力	自学能力
3D游戏客户端开发经验	动手能力
任一款商业开发引擎	专业或业务能力
掌握一门游戏客户端开发语言	专业或业务能力
熟悉c++	专业或业务能力
数据结构基础	专业或业务能力
常用设计模式	专业或业务能力
代码质量有一定追求	工程职业道德
独立定位并解决相关问题	问题解决能力
前沿技术保持热情	工程职业道德
良好的责任心	工程职业道德
沟通能力	人际交往能力
扎实的计算机基础知识	专业或业务能力
linux后台开发经验	动手能力
Golang开发经验	动手能力
分布式系统开发经验	动手能力
较强的全链路问题定位和性能分析	问题解决能力
掌握常用linux命令	计算机与互联网应用能力
常用性能调优方法	专业或业务能力
网络服务程序开发	专业或业务能力
高并发、高性能、分布式系统设计	专业或业务能力
较强沟通能力	人际交往能力
良好表述能力	口头表达能力
团队合作能力	团队协作能力
软件知识结构全面	专业或业务能力
代码及架构抽象能力	分析能力
推荐系统、分布式系统开发经验	动手能力
游戏客户端开发经验	动手能力
C++、数据结构和算法	专业或业务能力
typescript相关开发经验	动手能力
常用设计模式、多线程、网络、界面开发	专业或业务能力
良好的团队合作能力	团队协作能力
沟通能力	人际交往能力
相关工作经验	动手能力
大容量网络服务相关经验	动手能力
逻辑思维能力	分析能力
沟通能力强	人际交往能力
承担工作压力	情绪管理能力
LINUX/UNIX开发环境	计算机与互联网应用能力
网络开发	专业或业务能力
后台业务开发、维护经验	动手能力
无线互联网服务及应用开发者	专业或业务能力
cdn、音视频通讯系统相关经验	动手能力
产品经理或产品运营经验	动手能力
大型互联网产品或者B类行业运营经验	动手能力
应用场景	计算机与互联网应用能力
云计算产品使用经验	动手能力
有主见	工程职业道德
自驱力强	时间管理能力
沟通协调能力强	组织与协调能力
主动思考，逻辑性强	分析能力
学习能力强	自学能力
创造性解决问题	问题解决能力
高度执行力	实干与执行能力
云计算运维和专家服务经验	动手能力
技术服务从业经验	动手能力
扎实的计算机和软件技术基础	专业或业务能力
后端系统开发经验	动手能力
golang/python/php等	专业或业务能力
mysql/redis/memcache	专业或业务能力
mysql性能调优经验	动手能力
良好的代码风格、接口设计规范	专业或业务能力
实践经验	动手能力
实践及推动经验	动手能力
自我持续优化的驱动力	工程职业道德
docker、K8s、cloudnative、微服务	专业或业务能力
有实践	动手能力
良好的团队合作精神	团队协作能力
协调沟通	组织与协调能力
较强的问题定位和推动解决能力	问题解决能力
地产行业开发经验	动手能力
物联网功能模块开发经验	动手能力
UE4框架和主要模块功能特性	专业或业务能力
UE4多人游戏架构	专业或业务能力
相关性能优化经验	动手能力
相关工作经验	动手能力
Unix/Linux下c/c++开发	专业或业务能力
常用数据库的使用	计算机与互联网应用能力
TCP/IP协议	专业或业务能力
进程间通讯编程	专业或业务能力
Unix/Linux下常用架构设计方法	专业或业务能力
Unix/Linux操作系统原理	专业或业务能力
使用Shell工具	计算机与互联网应用能力
良好的沟通能力	人际交往能力
团队合作精神	团队协作能力
开源组件使用经验	动手能力
海量、高性能、分布式开发有经验	动手能力
前端技术有热情	工程职业道德
web前端开发工作2年	动手能力
HTML5+CSS3+JavaScript+Webpack技术栈	专业或业务能力
NodeJS或	专业或业务能力
编写简单HTTPAPI接口程序	专业或业务能力
编写简单SQL	专业或业务能力
诊断分析优化HTTP(s)及页面性能问题	问题解决能力
大型后台运营系统方面的实践经验	动手能力
良好的沟通能力	人际交往能力
团队协作能力	团队协作能力
学习能力	自学能力
爱思考	自学能力
关注前沿技术	信息收集能力
数据研发相关工作经验	动手能力
精通SQL	专业或业务能力
一种或几种脚本语言	专业或业务能力
思维清晰	分析能力
逻辑性强	分析能力
良好的沟通表达能力	人际交往能力
团队合作意识	团队协作能力
大数据平台（hive/spark/flink等）相关经验	动手能力
iOS或Mac开发经验	动手能力
Objective-C	专业或业务能力
扎实的编程基本功	专业或业务能力
面向对象程序设计	专业或业务能力
常见的设计模式	专业或业务能力
数据结构和算法基础	专业或业务能力
思路严谨	分析能力
良好的分析解决问题能力	问题解决能力
独立承担任务	实干与执行能力
主动学习思考	自学能力
责任心强，对技术有强烈兴趣	工程职业道德
协作能力	团队协作能力
抗压能力	情绪管理能力
强烈的主人翁意识推进项目进展	工程职业道德
C++开发经验	动手能力
腾讯云从业资格证	专业或业务能力
UE4开发	专业或业务能力
游戏开发经验	动手能力
使用C++	专业或业务能力
TypeScript、Lua等脚本语言	专业或业务能力
丰富经验	动手能力
良好的沟通能力	人际交往能力
优秀的学习能力	自学能力
分析问题	分析能力
解决问题	问题解决能力
UE4的项目优化经验	动手能力
热爱	工程职业道德
Linux后台开发经验	动手能力
TCP/IP协议相关知识	专业或业务能力
DB、redis操作	计算机与互联网应用能力
快速学习	自学能力
强烈的上进心和责任感	工程职业道德
良好的逻辑思维	分析能力
语言表达	口头表达能力
沟通力	人际交往能力
团队协作精神	团队协作能力
腾讯云从业资格证	专业或业务能力
Android开发经验	动手能力
计算机基础扎实	专业或业务能力
AndroidUI框架、性能指标、监控工具	计算机与互联网应用能力
TCP/IP、UDP、HTTP等网络协议及特性	专业或业务能力
相关的开发经验	动手能力
工程效率有极致追求	工程职业道德
良好的分析解决问题能力	问题解决能力
工作积极主动，责任心强	工程职业道德
跨平台研发、公共组件和效率工具开发等经验	动手能力
腾讯云从业资格证	专业或业务能力
软件开发或测试经验	动手能力
C/C++、Python或Go	专业或业务能力
专项测试经验	动手能力
使用LINUX	计算机与互联网应用能力
TCP/IP、HTTP等网络编程协议	专业或业务能力
Linux系统和软件测试经验	动手能力
互联网产品开发、技术运营项目管理或解决方案工作3年	专业或业务能力
大型项目后台开发或者运维背景	动手能力
开发经验	动手能力
架构调优经验	动手能力
良好的分析	分析能力
研究	问题解决能力
解决问题能力	问题解决能力
良好的抗压能力	情绪管理能力
较强的数据分析能力	分析能力
工作经验	动手能力
扎实的基本功	专业或业务能力
跨平台开发或适配的经验	动手能力
移动端（Android）开发经验	动手能力
车载系统开发经验	动手能力
游戏客户端研发经验	动手能力
UE4引擎开发经验	动手能力
优秀	专业或业务能力
软件工程功底与知识	专业或业务能力
C/C++及常用脚本语言	专业或业务能力
设计模式，数据结构和算法	专业或业务能力
优秀的学习能力	自学能力
热爱游戏事业	工程职业道德
良好的团队协作能力	团队协作能力
敬业精神	工程职业道德
手游项目研发管理经验	动手能力
游戏引擎及渲染开发经验	动手能力
掌握3D图形渲染技术	专业或业务能力
良好的数学和算法基础	专业或业务能力
移动端GPU/CPU架构	专业或业务能力
移动端图形优化技巧	专业或业务能力
PBR和卡通渲染开发经验	动手能力
学习能力	自学能力
游戏前沿技术有热情	工程职业道德
Unreal引擎开发经验	动手能力
游戏开发经验	动手能力
参与过游戏AI系统的开发	动手能力
善于沟通	人际交往能力
C/C++	专业或业务能力
扎实的数学丶数据结构和算法基础	专业或业务能力
常用设计模式	专业或业务能力
游戏AI技术	专业或业务能力
机器学习技术	专业或业务能力
性能和内存优化	专业或业务能力
PC／移动端平台的游戏开发	专业或业务能力
网络游戏及后台系统开发经验	动手能力
从AI芯片和通用处理器架构与电路设计	专业或业务能力
把控和应用关键IP	专业或业务能力
游戏引擎/渲染引擎开发经验	动手能力
掌握c++	专业或业务能力
至少一种图形API	专业或业务能力
数学和图形学基础	专业或业务能力
实践	动手能力
源码阅读和调试分析能力	专业或业务能力
相关分析工具的使用	计算机与互联网应用能力
代码质量有一定追求	工程职业道德
一定团队协作开发经验	动手能力
Unity或UE4的图形渲染管道及开发	专业或业务能力
图形学算法	专业或业务能力
前沿图形学技术及其在游戏中的应用	专业或业务能力
CPU/GPU架构及相关开发技术	专业或业务能力
善于沟通	人际交往能力
C/C++	专业或业务能力
扎实的数学、数据结构和算法基础	专业或业务能力
常用设计模式	专业或业务能力
性能和内存优化	专业或业务能力
PC／移动端平台的游戏开发	专业或业务能力
pcie协议以及典型应用场景	计算机与互联网应用能力
实际开发集成经验	动手能力
FPGA/Zebu上调试经验	动手能力
数字前端设计经验	动手能力
数字电路设计流程	专业或业务能力
RTL代码书写	专业或业务能力
大规模SoC芯片设计成功量产经历	动手能力
芯片后端设计工作经验	动手能力
大规模SoC芯片设计成功量产经历	动手能力
后端设计流程和工具	专业或业务能力
使用脚本	计算机与互联网应用能力
相关ESL建模或者CPU建模的经验	动手能力
ESL仿真方法学	专业或业务能力
cycleaccurate/approximate模型	专业或业务能力
SystemC/TLM2，Python	专业或业务能力
自我驱动	时间管理能力
善于沟通	人际交往能力
MBB战略管理咨询相关经验	动手能力
IDC全生命周期管理流程	专业或业务能力
IDC建设、IDC运营流程和服务	专业或业务能力
运营商或互联网数据中心架构	专业或业务能力
运营商	计算机与互联网应用能力
运营成本优化方	专业或业务能力
跨团队工作能力	组织与协调能力
工作踏实、积极主动	工程职业道德
能够承受压力	情绪管理能力
严谨认真的工作态度	工程职业道德
良好的技术方向把控	领导力
开发设计相关经验	动手能力
压缩机，风机，水泵	专业或业务能力
风道管道设计	专业或业务能力
预制化数据中心暖通方案的设计经验	动手能力
AutoCAD及任意一种三维设计软件	专业或业务能力
暖通产品设计及测试相关国标标准	专业或业务能力
暖通产品相关测试验证方法和流程	专业或业务能力
制定测试计划	实干与执行能力
CFD仿真模拟方法	专业或业务能力
暖通产品制造工艺	专业或业务能力
产品的可靠性设计方法	专业或业务能力
良好的团队合作精神	团队协作能力
沟通协调能力	组织与协调能力
工作经验	动手能力
redis/mysql相关管理维护经验	动手能力
数据库理论基础	专业或业务能力
较强的沟通能力	人际交往能力
团队合作精神	团队协作能力
管控平台开发经验	动手能力
熟悉GO语言	专业或业务能力
前端开发工作经验	动手能力
使用React、Vue等前端框架	计算机与互联网应用能力
经历至少两个大中Web项目	动手能力
Typescript，nodejs使用经验	动手能力
web安全问题	专业或业务能力
良好的代码风格	专业或业务能力
项目结构设计与程序架构优化经验	动手能力
优秀的沟通能力	人际交往能力
团队协作精神	团队协作能力
前端开发经验	动手能力
html5/css3/javascript等web开发技术	专业或业务能力
react和vue	专业或业务能力
浏览器兼容性	专业或业务能力
web常见漏洞有深度的理解	专业或业务能力
相关实践	动手能力
公有云及私有化部署研发	专业或业务能力
良好的分析解决问题能力	问题解决能力
独立承担任务	实干与执行能力
开发进度把控能力	时间管理能力
责任心强	工程职业道德
思路清晰	分析能力
良好的对外沟通	人际交往能力
团队协作能力	团队协作能力
主动、好学	自学能力
抗压能力好	情绪管理能力
应用开发经验	动手能力
python及基于python的服务框架	专业或业务能力
linux常用运行以	计算机与互联网应用能力
维护相关操作	计算机与互联网应用能力
网络通信相关开发	专业或业务能力
后台部署经验	动手能力
深度学习工程落地相关经验	动手能力
golang或C++开发经验	动手能力
良好的分析解决问题能力	问题解决能力
独立承担任务	实干与执行能力
开发进度把控能力	时间管理能力
责任心强	工程职业道德
思路清晰	分析能力
良好的对外沟通	组织与协调能力
团队协作能力	团队协作能力
综合运营类项目管理经验	动手能力
较强的沟通协调能力	组织与协调能力
项目管理能力	领导力
数据运营工作经验	动手能力
数据敏感度	分析能力
敏锐捕获数据价值	信息收集能力
强烈责任心	工程职业道德
团队合作精神	团队协作能力
良好执行力	实干与执行能力
团队协作力	团队协作能力
沟通表达力	人际交往能力
善于分析	分析能力
逻辑能力强	分析能力
较强的逻辑思维能力	分析能力
快速分析定位问题能力	问题解决能力
沟通能力良好	人际交往能力
工作具有责任心	工程职业道德
核心组件架构和项目实现方法	专业或业务能力
海量数据处理	专业或业务能力
acm奖牌经历	动手能力
大数据研发经验	动手能力
Hive，Python，Spark等分析软件或框架	专业或业务能力
数仓建模、ETL数据抽取、报表开发、任务调度等经验	动手能力
较强的学习能力	自学能力
业务理解能力	分析能力
优秀的沟通协调能力	组织与协调能力
团队合作精神	团队协作能力
善于思考、总结	分析能力
腾讯云从业资格证	专业或业务能力
游戏开发经验	动手能力
掌握C#，C++	专业或业务能力
算法和数学基础	专业或业务能力
Unity开发经验	动手能力
相关工具开发或者流程优化经验	动手能力
技术研究应用能力	计算机与互联网应用能力
良好的团队协作能力	团队协作能力
善于沟通	人际交往能力
敬业专注	工程职业道德
软件开发或架构设计相关工作经验	动手能力
金融支付清算相关行业工作经验	动手能力
Linux/Unix操作系统	专业或业务能力
网络编程、多线程编程、分布式系统开发	专业或业务能力
信息安全等相关技术知识	专业或业务能力
大型、分布式系统开发经验	动手能力
高并发下数据一致性处理	专业或业务能力
C++或Go编程	专业或业务能力
主动思考总结	分析能力
技术有强烈兴趣	工程职业道德
较好的沟通交流能力	人际交往能力
较强的主人翁心态	工程职业道德
大容量、高性能、分布式系统的设计开发经验	动手能力
相关工作经验	动手能力
TCP网络协议	专业或业务能力
监控相关组件应用	计算机与互联网应用能力
强烈的工作责任心	工程职业道德
较好的沟通能力	人际交往能力
良好的团队合作精神	团队协作能力
独立完成工作	实干与执行能力
较强的综合分析问题	分析能力
解决问题的能力	问题解决能力
管理过千台以上的机器	动手能力
运维	动手能力
监控系统构建研发经验	动手能力
5年以上工作经验	动手能力
python/Java/golang至少一种语言	专业或业务能力
独立测试工具开发、	专业或业务能力
独立承担系统和模块开发设计工作	实干与执行能力
主导大型工具平台及框架开发的实践经验	动手能力
架构可测性、编码规范和codereview	专业或业务能力
单元测试相关技术	专业或业务能力
业界新的测试技术	专业或业务能力
先进技术有持续的钻研精神	工程职业道德
创新性思维	创新能力
主动学习	自学能力
技术钻研及落地能力	实干与执行能力
理解CICD及测试各项技术	专业或业务能力
服务化、云化软件开发的实践经验	动手能力
管理能力	领导力
丰富的团队建设经验	动手能力
跨团队沟通和协作	组织与协调能力
强烈的责任感和大局观	工程职业道德
良好的沟通	人际交往能力
表达	口头表达能力
协作能力	团队协作能力
服务意识	工程职业道德
C/C++及游戏客户端研发经验	动手能力
参与过一款3D游戏引擎的研发维护工作	动手能力
游戏研发相关技	专业或业务能力
保持学习和关注	自学能力
算法和数学基础	专业或业务能力
各种光照模型和图形学算法	专业或业务能力
丰富的经验	动手能力
引擎开发实践经验	动手能力
关键技术实现原理	专业或业务能力
跟进引擎技术的新技术发展	实干与执行能力
色的学习	自学能力
技术研究应用能力	计算机与互联网应用能力
良好的团队协作能力	团队协作能力
善于沟通	人际交往能力
敬业专注	工程职业道德
良好的分析解决问题能力	问题解决能力
责任心强	工程职业道德
较高的自我管理	时间管理能力
任务跟进推动能力	时间管理能力
网络、IT行业流程管理或运营服务管理经验	动手能力
大型IT系统设计、实施经验	动手能力
网络运营场景有深入的理解	专业或业务能力
主流网络设备、模块&线缆产品	专业或业务能力
使用场景	计算机与互联网应用能力
较强的抽象能力	分析能力
基于用户需求提炼设计网络服务方案	实干与执行能力
良好的数据敏感度和分析能力	分析能力
工作细致，负责	工程职业道德
承受高强度的工作压力	情绪管理能力
较强的项目管理、流程管理和质量管理能力	专业或业务能力
逻辑思维清晰	分析能力
良好的沟通协调能力	人际交往能力
服务意识	工程职业道德
责任心强，积极主动	工程职业道德
抗压能力强	情绪管理能力
独立分析和解决问题	问题解决能力
运维或线下项目管理相关经验	动手能力
高维媒体压缩和处理	专业或业务能力
多媒体传输系统	专业或业务能力
深度学习的多媒体处理和压缩算法	专业或业务能力
相关标准化工作（	动手能力
视频编解码算法实现、优化经验	动手能力
优秀的英文阅读能力	外语能力
沟通交流能力强	人际交往能力
工作积极主动	工程职业道德
良好的团队协作能力	团队协作能力
高维媒体压缩和处理	专业或业务能力
多媒体传输系统	专业或业务能力
深度学习的多媒体处理和压缩算法	专业或业务能力
相关标准化工作（	动手能力
视频编解码算法实现、优化经验	动手能力
优秀的英文阅读能力	外语能力
沟通交流能力强	人际交往能力
工作积极主动	工程职业道德
良好的团队协作能力	团队协作能力
高维媒体压缩和处理	专业或业务能力
多媒体传输系统	专业或业务能力
深度学习的多媒体处理和压缩算法	专业或业务能力
相关标准化工作（	动手能力
视频编解码算法实现、优化经验	动手能力
优秀的英文阅读能力	外语能力
沟通交流能力强	人际交往能力
工作积极主动	工程职业道德
良好的团队协作能力	团队协作能力
移动客户端开发经验	动手能力
C/C++，Java开发	专业或业务能力
Linux常见性能指标	专业或业务能力
监控工具	计算机与互联网应用能力
HTTP/TCP/UDP等网络协议	专业或业务能力
良好的学习能力	自学能力
沟通能力	人际交往能力
分析解决问题能力	问题解决能力
责任心强	工程职业道德
良好	工程职业道德
面向对象设计和分析	专业或业务能力
运用常用的设计模式	计算机与互联网应用能力
嵌入式平台开发经验	动手能力
Android端开发经验	动手能力
Android应用层开发、调试等	专业或业务能力
语音交互产品开发经验	动手能力
移动端的工程和性能优化经验	动手能力
工程化应用经验	动手能力
工作经验	动手能力
专项测试、测试开发或后台开发经验	动手能力
实践经验	动手能力
自动化测试、专项测试或白盒测试工具和平台建设	动手能力
良好的团队合作精神	团队协作能力
协调沟通	组织与协调能力
较高的问题推动解决能力	问题解决能力
工作抗压能力	情绪管理能力
富有激情，责任心强，做事客观公正。	工程职业道德
视频相关研发或体验优化经验	动手能力
H.264、H.265等视频编码的算法和标准	专业或业务能力
RTC场景下视频编码及传输原理	专业或业务能力
腾讯云从业资格证	专业或业务能力
iOS或Android平台的相关技术	专业或业务能力
项目开发及测试流程	专业或业务能力
掌握用例设计的各类方法和技巧	专业或业务能力
测试辅助脚本的编写经验	动手能力
专项测试	专业或业务能力
应用经验	动手能力
测试设计、影响面分析	专业或业务能力
问题跟进者	问题解决能力
操作系统、计算机网络、算法与数据结构	专业或业务能力
Linux环	专业或业务能力
后台服务的开发和性能调优	专业或业务能力
PB、RPC、	专业或业务能力
良好的学习能力	自学能力
沟通能力	人际交往能力
团队合作意识	团队协作能力
强烈的责任心与主动性	工程职业道德
